Crash Number,Date and Time of Crash,Police Shift,Crash Location,Light Conditions,Weather Conditions,Road Surface,Road Contributing Circumstances,Traffic Control Device Type,Roadway Intersection Type,Trafficway Description,Manner of Collision,First Harmful Event,First Harmful Event Location,Speed Limit,Work Zone,Count Fatal Injury ,Count Suspected Serious Injury,Count Suspected Minor Injury ,Count Possible Injury,Count No Apparent Injury,Count Unknown Injury,Count Not Reported Injury,Total Non-Motorists,Pedestrian Involvement (Non-Motorist),Cyclist Involvement (Non-Motorist),Other Non-Motorist Involvement,Non-Motorist Location ,Non-Motorist Action,Non-Motorist Condition,Hit and Run Flag,Latitude,Longitude,Ward,Block Code 
20016642,2020-03-27 16:09:00,First Half (4PM - Midnight),"HIGHLAND AV & WALNUT ST Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,TRAFFIC CONTROL SIGNAL                            ,T-INTERSECTION                                    ,"TWO-WAY, DIVIDED, UNPROTECTED MEDIAN              ",REAR-END                                          ,COLLISION WITH PARKED MOTOR VEHICLE               ,ROADSIDE                                          ,30 ,N,0,0,0,0,2,0,0,0,0,0,0,,,,N,42.3851,-71.0942,3,250173513002001
21041784,2021-08-11 21:49:00,First Half (4PM - Midnight),"11 HIGHLAND AV Somerville, MA",DARK - LIGHTED ROADWAY                            ,CLEAR                                             ,DRY                                               ,NONE                                              ,TRAFFIC CONTROL SIGNAL                            ,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ","SIDESWIPE, SAME DIRECTION                         ",COLLISION WITH PARKED MOTOR VEHICLE               ,ROADWAY                                           ,30 ,N,0,0,1,0,1,0,0,0,0,0,0,,,,N,42.3848,-71.093,3,250173513002001
18036510,2018-06-19 00:52:00,Last Half (Midnight - 8AM),"HAMLET ST & HIGHLAND AV Somerville, MA",DARK - LIGHTED ROADWAY                            ,CLEAR                                             ,DRY                                               ,NONE                                              ,TRAFFIC CONTROL SIGNAL                            ,Y-INTERSECTION                                    ,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER         ",HEAD ON                                           ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADSIDE                                          ,,N,0,0,0,0,2,0,0,0,0,0,0,,,,N,42.3846,-71.0927,3,250173513002001
20022054,2020-04-28 16:14:00,First Half (4PM - Midnight),"HIGHLAND AV & WALNUT ST Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,TRAFFIC CONTROL SIGNAL                            ,T-INTERSECTION                                    ,"TWO-WAY, DIVIDED, UNPROTECTED MEDIAN              ",ANGLE                                             ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,UNKNOWN                                           ,25 ,N,0,0,0,0,3,0,0,0,0,0,0,,,,N,42.3851,-71.0942,3,250173513002001
23049124,2023-08-28 17:13:00,First Half (4PM - Midnight),"HAMLET ST & HIGHLAND AV Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,TRAFFIC CONTROL SIGNAL                            ,T-INTERSECTION                                    ,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER         ","SIDESWIPE, OPPOSITE DIRECTION                     ",COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,25 ,N,0,0,0,1,3,0,0,0,0,0,0,,,,N,42.3846,-71.0927,3,250173513002001
19061299,2019-10-25 12:31:00,Day Shift (8AM - 4PM),"HAMLET ST & HIGHLAND AV Somerville, MA",DAYLIGHT                                          ,CLOUDY                                            ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,T-INTERSECTION                                    ,"TWO-WAY, NOT DIVIDED                              ",REAR-END                                          ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,25 ,N,0,0,0,1,2,0,0,0,0,0,0,,,,N,42.3846,-71.0927,3,250173513002001
19052977,2019-09-14 21:26:00,First Half (4PM - Midnight),"GRANDVIEW AV & WALNUT ST Somerville, MA",DARK - LIGHTED ROADWAY                            ,CLOUDY                                            ,DRY                                               ,NONE                                              ,STOP SIGNS                                        ,T-INTERSECTION                                    ,"ONE-WAY, NOT DIVIDED                              ",ANGLE                                             ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,25 ,N,0,0,0,0,2,0,0,0,0,0,0,,,,N,42.3846,-71.0945,3,250173513002003
19008927,2019-02-18 02:49:00,Last Half (Midnight - 8AM),"27 THORPE ST Somerville, MA",DARK - LIGHTED ROADWAY                            ,SNOW                                              ,SNOW                                              ,NONE                                              ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,UNKNOWN                                           ,"SIDESWIPE, SAME DIRECTION                         ",COLLISION WITH PARKED MOTOR VEHICLE               ,ROADSIDE                                          ,25 ,N,0,0,0,0,3,0,0,0,0,0,0,,,,N,42.3839,-71.0944,3,250173513002003
20038942,2020-08-11 04:14:00,Last Half (Midnight - 8AM),"12 HIGHLAND AV Somerville, MA",DARK - LIGHTED ROADWAY                            ,CLEAR                                             ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ",REAR-END                                          ,COLLISION WITH PARKED MOTOR VEHICLE               ,ROADWAY                                           ,25 ,N,0,0,0,0,3,0,0,0,0,0,0,,,,N,42.3845,-71.0932,3,250173513002003
19044020,2019-08-02 12:07:00,Day Shift (8AM - 4PM),"9 HAMLET ST Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,OTHER                                             ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"TWO-WAY, DIVIDED, UNPROTECTED MEDIAN              ","SIDESWIPE, SAME DIRECTION                         ",COLLISION WITH PARKED MOTOR VEHICLE               ,ROADWAY                                           ,20 ,N,0,0,0,0,2,0,0,0,0,0,0,,,,N,42.3843,-71.0931,3,250173513002003
22061609,2022-10-27 15:17:00,Day Shift (8AM - 4PM),"26 HIGHLAND AV Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ",SINGLE VEHICLE CRASH                              ,OTHER                                             ,ROADWAY                                           ,25 ,N,0,0,0,0,2,0,0,0,0,0,0,,,,N,42.3848,-71.094,3,250173513002003
20044686,2020-09-17 16:40:00,First Half (4PM - Midnight),"2 HIGHLAND AV Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,TRAFFIC CONTROL SIGNAL                            ,FOUR WAY INTERSECTION                             ,"TWO-WAY, NOT DIVIDED                              ",ANGLE                                             ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,20 ,N,0,0,0,0,3,0,0,0,0,0,0,,,,N,42.3844,-71.0926,3,250173513002004
20008069,2020-02-12 11:50:00,Day Shift (8AM - 4PM),"GREENVILLE ST & MCGRATH HWY Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,T-INTERSECTION                                    ,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER         ",REAR-END                                          ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,30 ,N,0,0,0,0,2,0,0,0,0,0,0,,,,N,42.3833,-71.0915,3,250173513002004
19053686,2019-09-18 10:44:00,Day Shift (8AM - 4PM),"15 GREENVILLE ST Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ",UNKNOWN                                           ,COLLISION WITH PARKED MOTOR VEHICLE               ,ROADWAY                                           ,20 ,N,0,0,0,0,2,0,0,0,0,0,0,,,,Y,42.3831,-71.0924,3,250173513002004
21039007,2021-07-28 17:52:00,First Half (4PM - Midnight),"252 MEDFORD ST Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER         ",HEAD ON                                           ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,25 ,N,0,0,0,0,2,0,0,0,0,0,0,,,,N,42.3837,-71.0922,3,250173513002004
